Year,SERIES,UNIT_MEASURE,COMPOSITE_BREAKDOWN,Value
2013,TX_IMP_ECG,u hiljadama KM,Zemlje EFTA,18033
2014,TX_IMP_ECG,u hiljadama KM,Zemlje EFTA,21351
2015,TX_IMP_ECG,u hiljadama KM,Zemlje EFTA,21241
2016,TX_IMP_ECG,u hiljadama KM,Zemlje EFTA,22914
2017,TX_IMP_ECG,u hiljadama KM,Zemlje EFTA,20201
2018,TX_IMP_ECG,u hiljadama KM,Zemlje EFTA,27771
2019,TX_IMP_ECG,u hiljadama KM,Zemlje EFTA,28491
2020,TX_IMP_ECG,u hiljadama KM,Zemlje EFTA,24219
2021,TX_IMP_ECG,u hiljadama KM,Zemlje EFTA,29331
2011,TX_IMP_ECG,u hiljadama KM,Ostale razvijene zemlje,150665
2012,TX_IMP_ECG,u hiljadama KM,Ostale razvijene zemlje,154467
2013,TX_IMP_ECG,u hiljadama KM,Ostale razvijene zemlje,162449
2014,TX_IMP_ECG,u hiljadama KM,Ostale razvijene zemlje,180678
2015,TX_IMP_ECG,u hiljadama KM,Ostale razvijene zemlje,204874
2016,TX_IMP_ECG,u hiljadama KM,Ostale razvijene zemlje,213756
2017,TX_IMP_ECG,u hiljadama KM,Ostale razvijene zemlje,270827
2018,TX_IMP_ECG,u hiljadama KM,Ostale razvijene zemlje,272463
2019,TX_IMP_ECG,u hiljadama KM,Ostale razvijene zemlje,272676
2020,TX_IMP_ECG,u hiljadama KM,Ostale razvijene zemlje,231526
2021,TX_IMP_ECG,u hiljadama KM,Ostale razvijene zemlje,295075
2011,TX_IMP_ECG,u hiljadama KM,CEFTA,892210
2012,TX_IMP_ECG,u hiljadama KM,CEFTA,839045
2013,TX_IMP_ECG,u hiljadama KM,CEFTA,842108
2014,TX_IMP_ECG,u hiljadama KM,CEFTA,877818
2015,TX_IMP_ECG,u hiljadama KM,CEFTA,839876
2016,TX_IMP_ECG,u hiljadama KM,CEFTA,888280
2017,TX_IMP_ECG,u hiljadama KM,CEFTA,940851
2018,TX_IMP_ECG,u hiljadama KM,CEFTA,980069
2019,TX_IMP_ECG,u hiljadama KM,CEFTA,989658
2020,TX_IMP_ECG,u hiljadama KM,CEFTA,934931
2021,TX_IMP_ECG,u hiljadama KM,CEFTA,1164118
2011,TX_IMP_ECG,u hiljadama KM,Ostale zemlje u razvoju,1689561
2012,TX_IMP_ECG,u hiljadama KM,Ostale zemlje u razvoju,1628570
2013,TX_IMP_ECG,u hiljadama KM,Ostale zemlje u razvoju,1735852
2014,TX_IMP_ECG,u hiljadama KM,Ostale zemlje u razvoju,1900457
2015,TX_IMP_ECG,u hiljadama KM,Ostale zemlje u razvoju,1217367
2016,TX_IMP_ECG,u hiljadama KM,Ostale zemlje u razvoju,1092154
2017,TX_IMP_ECG,u hiljadama KM,Ostale zemlje u razvoju,1246075
2018,TX_IMP_ECG,u hiljadama KM,Ostale zemlje u razvoju,1313208
2019,TX_IMP_ECG,u hiljadama KM,Ostale zemlje u razvoju,760076
2020,TX_IMP_ECG,u hiljadama KM,Ostale zemlje u razvoju,709971
2021,TX_IMP_ECG,u hiljadama KM,Ostale zemlje u razvoju,861202
2011,TX_IMP_ECG,u hiljadama KM,Neraspoređeno,107
2012,TX_IMP_ECG,u hiljadama KM,Neraspoređeno,53
2013,TX_IMP_ECG,u hiljadama KM,Neraspoređeno,26
2014,TX_IMP_ECG,u hiljadama KM,Neraspoređeno,22
2015,TX_IMP_ECG,u hiljadama KM,Neraspoređeno,0
2016,TX_IMP_ECG,u hiljadama KM,Neraspoređeno,1284
2017,TX_IMP_ECG,u hiljadama KM,Neraspoređeno,10857
2018,TX_IMP_ECG,u hiljadama KM,Neraspoređeno,10275
2019,TX_IMP_ECG,u hiljadama KM,Neraspoređeno,4677
2020,TX_IMP_ECG,u hiljadama KM,Neraspoređeno,4171
2021,TX_IMP_ECG,u hiljadama KM,Neraspoređeno,3527
